Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
PHI,40,2015-01-17,Away,DET,L,89,107,38,82,0.463,7,28,0.25,6,7,0.857,10,42,24,10,5,22,16,38,88,0.432,15,35,0.429,16,19,0.842,18,47,27,16,5,16,16
PHI,41,2015-01-19,Away,WAS,L,76,111,28,85,0.329,6,24,0.25,14,23,0.609,10,30,19,11,4,16,17,45,81,0.556,7,13,0.538,14,18,0.778,13,53,26,8,5,22,22
PHI,42,2015-01-21,Home,NYK,L,91,98,29,79,0.367,8,23,0.348,25,32,0.781,15,43,20,7,13,14,19,37,91,0.407,7,20,0.35,17,20,0.85,18,52,26,6,6,11,22
PHI,43,2015-01-23,Home,TOR,L,86,91,31,81,0.383,9,29,0.31,15,18,0.833,15,48,21,9,6,18,19,33,80,0.413,6,24,0.25,19,24,0.792,13,42,19,11,5,14,17
PHI,44,2015-01-24,Away,MEM,L,83,101,31,81,0.383,9,24,0.375,12,22,0.545,15,48,18,7,2,23,19,37,79,0.468,6,14,0.429,21,25,0.84,9,47,24,10,7,18,20
PHI,45,2015-01-26,Away,NOP,L,74,99,28,81,0.346,2,15,0.133,16,21,0.762,13,38,15,7,9,12,19,39,86,0.453,7,16,0.438,14,19,0.737,17,52,28,10,11,11,17
PHI,46,2015-01-28,Home,DET,W,89,69,37,78,0.474,7,21,0.333,8,12,0.667,13,48,27,11,10,19,19,23,75,0.307,2,20,0.1,21,23,0.913,14,38,15,12,5,17,16
PHI,47,2015-01-30,Home,MIN,W,103,94,37,74,0.5,8,23,0.348,21,25,0.84,7,34,27,13,9,14,16,34,76,0.447,5,14,0.357,21,25,0.84,11,38,24,8,4,21,18
PHI,48,2015-01-31,Away,ATL,L,85,91,31,81,0.383,14,35,0.4,9,15,0.6,10,44,21,7,4,14,26,34,78,0.436,10,28,0.357,13,18,0.722,8,44,20,6,5,12,16
PHI,49,2015-02-02,Away,CLE,L,84,97,31,78,0.397,12,33,0.364,10,14,0.714,11,37,23,16,7,21,22,35,78,0.449,12,27,0.444,15,22,0.682,11,43,22,8,6,18,17
PHI,50,2015-02-03,Home,DEN,W,105,98,31,70,0.443,11,27,0.407,32,42,0.762,7,49,26,10,9,20,22,33,85,0.388,12,31,0.387,20,28,0.714,8,37,26,13,3,14,29
PHI,51,2015-02-06,Away,BOS,L,96,107,35,79,0.443,11,25,0.44,15,31,0.484,11,44,22,6,3,17,19,39,86,0.453,10,27,0.37,19,25,0.76,11,53,27,8,4,10,24
PHI,52,2015-02-07,Home,CHO,W,89,81,29,74,0.392,9,23,0.391,22,30,0.733,5,47,19,6,5,15,22,29,84,0.345,6,23,0.261,17,20,0.85,5,43,24,9,5,12,20
PHI,53,2015-02-09,Home,GSW,L,84,89,33,79,0.418,7,24,0.292,11,14,0.786,10,52,21,9,4,27,19,34,85,0.4,7,29,0.241,14,19,0.737,6,40,26,15,5,14,14
PHI,54,2015-02-20,Home,IND,L,95,106,34,84,0.405,8,25,0.32,19,29,0.655,15,47,18,11,11,17,20,40,83,0.482,8,22,0.364,18,22,0.818,9,44,24,13,1,15,23
PHI,55,2015-02-22,Away,ORL,L,98,103,36,78,0.462,13,34,0.382,13,17,0.765,11,41,21,8,5,21,26,39,82,0.476,6,23,0.261,19,26,0.731,12,38,19,9,2,15,21
PHI,56,2015-02-23,Away,MIA,L,108,119,40,84,0.476,13,31,0.419,15,28,0.536,9,33,27,10,8,12,18,46,83,0.554,11,21,0.524,16,22,0.727,11,45,27,6,3,16,20
PHI,57,2015-02-25,Away,MIL,L,88,104,31,75,0.413,11,25,0.44,15,19,0.789,12,38,21,13,3,28,22,44,82,0.537,5,15,0.333,11,16,0.688,12,43,32,16,5,22,19
PHI,58,2015-02-27,Home,WAS,W,89,81,28,80,0.35,12,33,0.364,21,34,0.618,12,53,21,7,4,15,20,30,93,0.323,4,17,0.235,17,22,0.773,13,51,20,4,5,13,25
PHI,59,2015-03-01,Away,IND,L,74,94,29,84,0.345,5,24,0.208,11,17,0.647,10,47,10,8,6,16,25,36,88,0.409,3,18,0.167,19,25,0.76,13,53,17,11,9,12,15
PHI,60,2015-03-02,Home,TOR,L,103,114,41,78,0.526,8,20,0.4,13,19,0.684,10,36,32,6,6,15,18,41,80,0.513,11,27,0.407,21,24,0.875,10,36,24,6,6,9,16
PHI,61,2015-03-04,Away,OKC,L,118,123,34,96,0.354,15,35,0.429,35,44,0.795,16,58,20,8,8,17,26,44,96,0.458,7,21,0.333,28,34,0.824,9,54,19,9,9,14,31
PHI,62,2015-03-06,Home,UTA,L,83,89,32,88,0.364,10,32,0.313,9,18,0.5,13,43,22,13,4,13,29,27,71,0.38,6,12,0.5,29,41,0.707,12,49,17,9,5,18,20
PHI,63,2015-03-07,Home,ATL,W,92,84,35,95,0.368,13,37,0.351,9,17,0.529,17,55,24,14,3,16,12,30,77,0.39,11,25,0.44,13,16,0.813,5,42,20,8,9,19,14
PHI,64,2015-03-11,Home,CHI,L,95,104,36,104,0.346,11,41,0.268,12,25,0.48,17,55,16,12,5,10,15,40,87,0.46,10,24,0.417,14,20,0.7,8,58,24,6,2,18,16
PHI,65,2015-03-13,Home,SAC,W,114,107,45,95,0.474,9,32,0.281,15,23,0.652,14,46,30,11,9,15,29,35,87,0.402,4,14,0.286,33,40,0.825,16,50,22,9,4,17,20
PHI,66,2015-03-14,Home,BRK,L,87,94,35,94,0.372,8,37,0.216,9,14,0.643,12,48,21,7,8,16,25,37,84,0.44,2,17,0.118,18,26,0.692,7,45,20,9,5,16,16
PHI,67,2015-03-16,Away,BOS,L,89,108,34,84,0.405,8,24,0.333,13,24,0.542,9,40,20,7,4,16,20,44,88,0.5,8,20,0.4,12,15,0.8,5,42,27,7,3,11,21
PHI,68,2015-03-18,Home,DET,W,94,83,36,84,0.429,11,27,0.407,11,18,0.611,12,42,25,12,10,15,21,29,88,0.33,8,26,0.308,17,19,0.895,18,51,18,8,7,18,18
PHI,69,2015-03-20,Home,NYK,W,97,81,37,88,0.42,11,30,0.367,12,15,0.8,15,49,23,11,7,11,20,25,69,0.362,8,16,0.5,23,26,0.885,7,37,16,7,8,18,16
PHI,70,2015-03-22,Away,LAL,L,87,101,32,89,0.36,9,27,0.333,14,21,0.667,13,39,22,4,6,8,21,39,81,0.481,5,14,0.357,18,22,0.818,13,52,21,4,9,13,21
PHI,71,2015-03-24,Away,SAC,L,106,107,40,81,0.494,13,28,0.464,13,21,0.619,7,44,18,6,11,20,29,35,97,0.361,7,20,0.35,30,38,0.789,20,50,21,10,9,10,20
PHI,72,2015-03-25,Away,DEN,W,99,85,35,84,0.417,14,34,0.412,15,22,0.682,13,49,17,14,12,16,22,29,84,0.345,8,29,0.276,19,27,0.704,13,49,13,8,4,16,22
PHI,73,2015-03-27,Home,LAC,L,98,119,36,86,0.419,11,31,0.355,15,27,0.556,8,40,17,11,1,13,25,44,82,0.537,12,29,0.414,19,31,0.613,8,56,28,8,2,16,24
PHI,74,2015-03-29,Away,CLE,L,86,87,34,84,0.405,10,30,0.333,8,15,0.533,11,45,18,11,0,13,21,33,85,0.388,9,23,0.391,12,18,0.667,18,53,17,7,2,17,12
PHI,75,2015-03-30,Home,LAL,L,111,113,39,96,0.406,10,30,0.333,23,38,0.605,20,51,27,11,1,15,24,40,82,0.488,10,21,0.476,23,30,0.767,12,45,27,7,10,17,26
PHI,76,2015-04-01,Away,WAS,L,93,106,36,91,0.396,10,34,0.294,11,17,0.647,11,34,18,10,3,11,20,44,76,0.579,4,12,0.333,14,22,0.636,9,47,33,7,4,16,20
PHI,77,2015-04-04,Away,CHO,L,91,92,28,76,0.368,11,26,0.423,24,33,0.727,11,40,13,4,14,15,24,35,86,0.407,1,13,0.077,21,23,0.913,13,44,13,5,5,11,20
PHI,78,2015-04-05,Away,NYK,L,91,101,38,99,0.384,10,32,0.313,5,8,0.625,19,36,22,8,5,10,23,37,72,0.514,3,13,0.231,24,29,0.828,15,49,24,6,14,18,18
PHI,79,2015-04-08,Home,WAS,L,90,119,31,89,0.348,9,27,0.333,19,27,0.704,17,36,17,11,1,8,22,47,72,0.653,8,15,0.533,17,23,0.739,6,45,35,4,8,14,21
PHI,80,2015-04-11,Away,CHI,L,107,114,37,89,0.416,13,41,0.317,20,25,0.8,14,47,19,5,3,15,29,40,90,0.444,9,26,0.346,25,36,0.694,13,48,20,8,5,10,20
PHI,81,2015-04-13,Home,MIL,L,97,107,32,81,0.395,6,28,0.214,27,34,0.794,14,40,22,11,6,29,28,40,81,0.494,4,9,0.444,23,36,0.639,12,39,23,13,7,18,25
PHI,82,2015-04-15,Home,MIA,L,101,105,38,83,0.458,5,29,0.172,20,25,0.8,13,45,26,7,5,16,21,39,89,0.438,12,31,0.387,15,20,0.75,12,42,22,10,2,16,17
PHO,1,2014-10-29,Home,LAL,W,119,99,45,82,0.549,16,32,0.5,13,18,0.722,9,40,23,5,3,14,25,37,86,0.43,4,13,0.308,21,25,0.84,12,38,20,9,3,13,18
PHO,2,2014-10-31,Home,SAS,W,94,89,35,87,0.402,2,18,0.111,22,26,0.846,12,50,15,2,5,7,21,32,78,0.41,8,25,0.32,17,23,0.739,5,45,20,3,3,12,25
PHO,3,2014-11-01,Away,UTA,L,91,118,36,87,0.414,7,31,0.226,12,15,0.8,6,34,17,8,7,11,22,42,88,0.477,7,26,0.269,27,33,0.818,13,52,19,10,6,13,15
PHO,4,2014-11-04,Away,LAL,W,112,106,41,91,0.451,6,18,0.333,24,31,0.774,13,52,28,6,7,13,29,35,88,0.398,6,16,0.375,30,41,0.732,18,49,16,7,8,12,25
PHO,5,2014-11-05,Home,MEM,L,91,102,32,69,0.464,8,21,0.381,19,21,0.905,5,35,13,11,4,18,20,40,80,0.5,9,17,0.529,13,17,0.765,8,37,25,10,1,16,21
PHO,6,2014-11-07,Home,SAC,L,112,114,42,98,0.429,10,31,0.323,18,25,0.72,9,42,19,7,7,12,33,39,91,0.429,3,16,0.188,33,39,0.846,13,60,16,6,4,15,27
PHO,7,2014-11-09,Home,GSW,W,107,95,34,79,0.43,12,30,0.4,27,33,0.818,9,39,17,9,2,21,19,33,69,0.478,11,24,0.458,18,21,0.857,3,36,16,9,7,26,26
PHO,8,2014-11-12,Home,BRK,W,112,104,39,81,0.481,8,24,0.333,26,29,0.897,12,44,20,10,2,20,22,35,74,0.473,9,21,0.429,25,32,0.781,8,37,17,9,4,19,25
PHO,9,2014-11-14,Home,CHO,L,95,103,37,86,0.43,8,29,0.276,13,14,0.929,11,45,16,3,6,11,23,39,91,0.429,7,16,0.438,18,19,0.947,14,46,21,5,3,7,15
PHO,10,2014-11-15,Away,LAC,L,107,120,38,99,0.384,11,30,0.367,20,23,0.87,16,43,26,9,3,10,30,36,68,0.529,14,29,0.483,34,43,0.791,4,47,24,5,12,20,26
PHO,11,2014-11-17,Away,BOS,W,118,114,48,93,0.516,9,21,0.429,13,16,0.813,8,40,30,11,2,18,23,45,87,0.517,4,10,0.4,20,31,0.645,11,44,28,10,4,18,19
PHO,12,2014-11-19,Away,DET,W,88,86,37,75,0.493,4,15,0.267,10,13,0.769,5,41,21,10,4,17,22,33,87,0.379,7,25,0.28,13,19,0.684,15,43,21,9,1,14,16
PHO,13,2014-11-21,Away,PHI,W,122,96,44,86,0.512,13,31,0.419,21,23,0.913,11,46,24,11,0,13,25,36,78,0.462,4,23,0.174,20,33,0.606,10,39,18,10,1,17,23
PHO,14,2014-11-22,Away,IND,W,106,83,38,85,0.447,12,31,0.387,18,20,0.9,13,51,17,10,4,12,19,31,84,0.369,7,23,0.304,14,20,0.7,15,47,18,9,5,14,20
PHO,15,2014-11-24,Away,TOR,L,100,104,39,84,0.464,14,33,0.424,8,11,0.727,11,42,22,6,3,20,26,37,82,0.451,4,17,0.235,26,32,0.813,8,37,21,9,3,12,20
PHO,16,2014-11-26,Home,DEN,W,120,112,45,88,0.511,13,25,0.52,17,21,0.81,13,41,27,9,8,16,22,39,90,0.433,8,25,0.32,26,34,0.765,20,47,19,10,4,17,22
PHO,17,2014-11-28,Away,DEN,L,97,122,33,85,0.388,8,23,0.348,23,29,0.793,9,34,14,4,5,15,27,41,88,0.466,8,21,0.381,32,36,0.889,16,58,20,10,3,18,27
PHO,18,2014-11-30,Home,ORL,L,90,93,34,85,0.4,7,26,0.269,15,18,0.833,11,43,22,5,3,19,18,35,76,0.461,5,15,0.333,18,25,0.72,10,47,14,8,3,22,22
PHO,19,2014-12-02,Home,IND,W,116,99,43,86,0.5,12,25,0.48,18,26,0.692,9,44,18,13,5,12,19,41,85,0.482,4,13,0.308,13,17,0.765,8,41,20,8,3,19,24
PHO,20,2014-12-05,Away,DAL,W,118,106,45,80,0.563,13,26,0.5,15,17,0.882,7,41,27,5,3,13,25,40,88,0.455,4,19,0.211,22,30,0.733,16,44,13,5,1,11,16
PHO,21,2014-12-06,Away,HOU,L,95,100,34,93,0.366,7,28,0.25,20,26,0.769,16,40,16,14,8,12,20,33,81,0.407,11,27,0.407,23,31,0.742,19,57,16,7,7,22,23
PHO,22,2014-12-08,Away,LAC,L,120,121,44,91,0.484,16,37,0.432,16,20,0.8,7,43,32,9,3,16,28,44,96,0.458,9,31,0.29,24,30,0.8,10,45,27,7,5,11,22
PHO,23,2014-12-09,Home,MIA,L,97,103,37,77,0.481,17,35,0.486,6,9,0.667,10,37,24,7,5,22,20,43,80,0.538,9,17,0.529,8,12,0.667,9,34,25,14,4,11,14
PHO,24,2014-12-12,Home,DET,L,103,105,39,83,0.47,10,31,0.323,15,19,0.789,10,37,16,11,5,17,24,40,84,0.476,4,15,0.267,21,27,0.778,13,47,17,11,3,18,18
PHO,25,2014-12-14,Away,OKC,L,88,112,34,99,0.343,7,31,0.226,13,18,0.722,14,40,21,11,3,10,22,39,80,0.488,4,18,0.222,30,34,0.882,14,63,20,7,5,18,19
PHO,26,2014-12-15,Home,MIL,L,94,96,30,75,0.4,12,38,0.316,22,27,0.815,16,42,17,12,5,20,24,35,73,0.479,8,16,0.5,18,22,0.818,5,33,23,10,1,21,27
PHO,27,2014-12-17,Away,CHO,W,111,106,43,82,0.524,9,25,0.36,16,21,0.762,8,43,22,4,7,8,15,40,86,0.465,10,24,0.417,16,22,0.727,8,35,22,6,3,6,16
PHO,28,2014-12-20,Away,NYK,W,99,90,35,78,0.449,10,25,0.4,19,23,0.826,12,43,15,10,3,14,12,35,88,0.398,7,22,0.318,13,16,0.813,17,45,17,11,4,14,21
PHO,29,2014-12-21,Away,WAS,W,104,92,40,78,0.513,6,17,0.353,18,25,0.72,12,45,13,3,8,17,24,34,83,0.41,3,14,0.214,21,29,0.724,15,42,11,11,4,11,23
PHO,30,2014-12-23,Home,DAL,W,124,115,44,97,0.454,13,33,0.394,23,32,0.719,14,44,30,12,3,12,26,41,88,0.466,9,25,0.36,24,29,0.828,14,49,22,4,1,20,27
PHO,31,2014-12-26,Away,SAC,W,115,106,46,94,0.489,14,33,0.424,9,12,0.75,16,46,25,6,11,14,17,41,93,0.441,7,20,0.35,17,24,0.708,18,48,18,8,2,12,15
PHO,32,2014-12-28,Away,LAL,W,116,107,44,87,0.506,9,22,0.409,19,24,0.792,8,45,24,12,5,12,15,42,81,0.519,12,20,0.6,11,20,0.55,4,35,22,8,6,17,19
PHO,33,2014-12-30,Away,NOP,L,106,110,41,86,0.477,9,21,0.429,15,19,0.789,11,38,17,7,6,6,21,42,81,0.519,8,18,0.444,18,29,0.621,13,49,19,4,2,10,18
PHO,34,2014-12-31,Away,OKC,L,134,137,46,90,0.511,13,27,0.481,29,35,0.829,7,39,17,7,3,13,35,41,99,0.414,11,35,0.314,44,49,0.898,19,50,22,6,4,12,27
PHO,35,2015-01-02,Home,PHI,W,112,96,42,84,0.5,14,32,0.438,14,16,0.875,13,48,24,9,12,19,24,37,87,0.425,7,26,0.269,15,25,0.6,16,41,20,12,7,16,15
PHO,36,2015-01-04,Home,TOR,W,125,109,48,89,0.539,8,23,0.348,21,28,0.75,8,41,26,15,2,16,29,38,83,0.458,9,26,0.346,24,29,0.828,9,43,22,9,4,20,24
PHO,37,2015-01-06,Away,MIL,W,102,96,37,81,0.457,7,25,0.28,21,27,0.778,12,46,19,7,6,19,16,37,88,0.42,3,20,0.15,19,22,0.864,13,44,22,9,5,17,21
PHO,38,2015-01-07,Away,MIN,W,113,111,46,96,0.479,5,26,0.192,16,19,0.842,14,41,12,14,8,13,20,44,92,0.478,7,17,0.412,16,19,0.842,16,46,30,8,3,19,17
PHO,39,2015-01-09,Away,SAS,L,95,100,37,83,0.446,7,26,0.269,14,21,0.667,9,48,23,10,6,19,20,38,89,0.427,11,23,0.478,13,18,0.722,7,40,28,12,2,15,20
PHO,40,2015-01-11,Away,MEM,L,110,122,42,100,0.42,8,35,0.229,18,23,0.783,9,46,20,14,7,20,27,48,100,0.48,9,21,0.429,17,24,0.708,11,54,24,7,8,24,25
PHO,41,2015-01-13,Home,CLE,W,107,100,40,76,0.526,7,20,0.35,20,27,0.741,9,34,23,10,2,11,20,36,82,0.439,13,35,0.371,15,20,0.75,16,42,16,7,1,19,21
PHO,42,2015-01-16,Home,MIN,W,110,99,48,87,0.552,5,15,0.333,9,11,0.818,15,46,18,5,5,16,16,42,91,0.462,8,22,0.364,7,12,0.583,13,36,26,6,3,10,14
PHO,43,2015-01-19,Home,LAL,W,115,100,43,86,0.5,13,32,0.406,16,22,0.727,10,41,23,16,7,15,22,34,75,0.453,8,17,0.471,24,35,0.686,13,46,24,9,3,23,20
PHO,44,2015-01-21,Home,POR,W,118,113,47,92,0.511,9,27,0.333,15,24,0.625,11,50,24,11,1,13,21,39,87,0.448,13,32,0.406,22,28,0.786,10,44,21,8,4,14,18
PHO,45,2015-01-23,Home,HOU,L,111,113,42,91,0.462,10,30,0.333,17,24,0.708,13,44,21,4,6,12,23,44,84,0.524,10,27,0.37,15,20,0.75,6,41,24,7,6,14,21
PHO,46,2015-01-25,Home,LAC,L,100,120,34,80,0.425,10,29,0.345,22,27,0.815,5,31,23,5,8,11,25,43,87,0.494,10,23,0.435,24,36,0.667,14,50,28,7,5,11,20
PHO,47,2015-01-28,Home,WAS,W,106,98,40,88,0.455,11,29,0.379,15,18,0.833,7,41,23,10,2,9,16,37,88,0.42,8,18,0.444,16,23,0.696,15,50,13,2,3,13,16
PHO,48,2015-01-30,Home,CHI,W,99,93,39,90,0.433,6,22,0.273,15,17,0.882,11,50,16,7,5,13,21,36,87,0.414,4,18,0.222,17,27,0.63,12,49,20,6,3,11,18
PHO,49,2015-01-31,Away,GSW,L,87,106,33,91,0.363,9,26,0.346,12,17,0.706,15,52,22,10,5,20,17,40,87,0.46,12,32,0.375,14,18,0.778,9,44,27,11,8,15,20
PHO,50,2015-02-02,Home,MEM,L,101,102,42,84,0.5,6,16,0.375,11,18,0.611,11,38,18,12,6,16,25,36,83,0.434,3,11,0.273,27,34,0.794,16,46,19,12,4,14,17
PHO,51,2015-02-05,Away,POR,L,87,108,34,88,0.386,6,23,0.261,13,17,0.765,11,42,20,11,2,16,21,40,90,0.444,8,31,0.258,20,23,0.87,13,57,21,7,7,14,14
PHO,52,2015-02-06,Home,UTA,W,100,93,38,84,0.452,14,27,0.519,10,14,0.714,10,44,20,10,5,11,16,37,80,0.463,7,20,0.35,12,18,0.667,6,43,23,8,4,14,16
PHO,53,2015-02-08,Away,SAC,L,83,85,33,91,0.363,5,28,0.179,12,17,0.706,11,43,17,9,4,10,25,34,75,0.453,4,12,0.333,13,21,0.619,4,43,20,1,5,15,17
PHO,54,2015-02-10,Home,HOU,L,118,127,41,87,0.471,12,26,0.462,24,30,0.8,13,39,18,9,5,14,18,48,95,0.505,15,37,0.405,16,23,0.696,15,47,28,9,3,13,24
PHO,55,2015-02-20,Away,MIN,L,109,111,40,89,0.449,7,17,0.412,22,31,0.71,17,48,23,8,9,13,28,40,86,0.465,4,15,0.267,27,38,0.711,17,51,24,7,7,14,28
PHO,56,2015-02-21,Away,CHI,L,107,112,47,88,0.534,10,25,0.4,3,8,0.375,8,36,25,10,2,13,15,43,89,0.483,12,24,0.5,14,16,0.875,14,47,27,5,3,17,14
PHO,57,2015-02-23,Home,BOS,L,110,115,44,97,0.454,9,32,0.281,13,16,0.813,15,50,25,9,7,17,24,39,89,0.438,14,29,0.483,23,30,0.767,9,42,26,13,1,15,14
PHO,58,2015-02-25,Away,DEN,W,110,96,39,91,0.429,8,24,0.333,24,32,0.75,23,65,19,9,7,19,25,31,81,0.383,12,34,0.353,22,33,0.667,10,40,22,11,5,15,19
PHO,59,2015-02-26,Home,OKC,W,117,113,48,97,0.495,9,26,0.346,12,21,0.571,10,52,21,4,9,13,24,39,101,0.386,8,24,0.333,27,30,0.9,13,50,17,6,4,10,24
PHO,60,2015-02-28,Home,SAS,L,74,101,25,84,0.298,5,16,0.313,19,24,0.792,8,42,13,7,4,18,22,41,92,0.446,4,19,0.211,15,17,0.882,10,56,18,7,6,14,24
PHO,61,2015-03-02,Away,MIA,L,98,115,33,78,0.423,7,31,0.226,25,38,0.658,14,43,17,7,2,19,27,43,82,0.524,7,14,0.5,22,30,0.733,12,45,19,14,4,14,31
PHO,62,2015-03-04,Away,ORL,W,105,100,37,79,0.468,8,21,0.381,23,27,0.852,9,34,22,10,3,19,15,41,87,0.471,5,20,0.25,13,15,0.867,9,42,21,13,5,20,26
PHO,63,2015-03-06,Away,BRK,W,108,100,39,91,0.429,3,26,0.115,27,35,0.771,12,51,19,13,2,15,24,34,97,0.351,8,22,0.364,24,29,0.828,18,57,21,5,1,20,29
PHO,64,2015-03-07,Away,CLE,L,79,89,30,84,0.357,9,25,0.36,10,14,0.714,13,43,20,6,4,10,20,31,75,0.413,8,20,0.4,19,23,0.826,12,46,22,5,1,14,14
PHO,65,2015-03-09,Home,GSW,L,80,98,29,77,0.377,4,11,0.364,18,23,0.783,6,37,13,11,1,18,19,35,83,0.422,13,31,0.419,15,19,0.789,9,48,17,11,8,18,21
PHO,66,2015-03-11,Home,MIN,W,106,97,45,90,0.5,6,24,0.25,10,13,0.769,16,45,25,7,2,16,19,36,81,0.444,1,13,0.077,24,26,0.923,12,34,19,5,2,10,16
PHO,67,2015-03-13,Home,ATL,L,87,96,32,78,0.41,10,26,0.385,13,21,0.619,11,45,19,7,6,18,14,39,83,0.47,8,18,0.444,10,12,0.833,7,38,22,11,6,11,20
PHO,68,2015-03-15,Home,NYK,W,102,89,41,83,0.494,6,18,0.333,14,23,0.609,13,51,24,9,1,12,22,32,73,0.438,5,14,0.357,20,30,0.667,6,35,22,10,2,13,22
PHO,69,2015-03-19,Home,NOP,W,74,72,29,83,0.349,2,22,0.091,14,21,0.667,14,57,11,5,8,12,15,31,83,0.373,5,18,0.278,5,10,0.5,9,45,19,4,4,9,18
PHO,70,2015-03-21,Away,HOU,W,117,102,46,92,0.5,8,15,0.533,17,24,0.708,14,49,20,10,5,14,16,41,87,0.471,10,34,0.294,10,12,0.833,4,36,28,7,5,18,21
PHO,71,2015-03-22,Home,DAL,W,98,92,39,76,0.513,6,21,0.286,14,23,0.609,9,49,22,10,7,19,23,37,96,0.385,5,19,0.263,13,22,0.591,15,40,21,9,1,12,22
PHO,72,2015-03-25,Home,SAC,L,99,108,38,87,0.437,6,25,0.24,17,26,0.654,14,46,16,10,6,18,19,40,81,0.494,8,21,0.381,20,23,0.87,8,43,27,8,3,19,24
PHO,73,2015-03-27,Home,POR,L,81,87,32,87,0.368,6,20,0.3,11,12,0.917,11,48,14,5,1,13,19,36,89,0.404,7,26,0.269,8,18,0.444,15,54,15,4,4,13,18
PHO,74,2015-03-29,Home,OKC,L,97,109,37,82,0.451,5,22,0.227,18,24,0.75,8,40,23,9,4,18,20,40,86,0.465,10,26,0.385,19,26,0.731,11,48,16,9,4,15,20
PHO,75,2015-03-30,Away,POR,L,86,109,38,87,0.437,3,16,0.188,7,10,0.7,8,38,18,6,2,12,11,44,86,0.512,12,27,0.444,9,10,0.9,9,47,26,6,5,14,10
PHO,76,2015-04-02,Away,GSW,L,106,107,42,90,0.467,5,19,0.263,17,26,0.654,9,47,25,6,3,11,16,43,93,0.462,10,26,0.385,11,17,0.647,15,50,29,6,5,13,20
PHO,77,2015-04-04,Home,UTA,W,87,85,30,69,0.435,5,14,0.357,22,29,0.759,6,32,12,11,7,15,21,29,74,0.392,7,21,0.333,20,24,0.833,13,47,17,10,2,18,23
PHO,78,2015-04-07,Away,ATL,L,69,96,26,83,0.313,4,20,0.2,13,18,0.722,9,37,16,5,6,15,9,41,83,0.494,4,25,0.16,10,14,0.714,8,54,21,9,4,15,17
PHO,79,2015-04-08,Away,DAL,L,104,107,40,82,0.488,8,25,0.32,16,19,0.842,8,37,22,6,5,12,25,45,94,0.479,4,18,0.222,13,16,0.813,15,47,18,3,3,8,17
PHO,80,2015-04-10,Away,NOP,L,75,90,30,85,0.353,7,25,0.28,8,10,0.8,10,43,18,9,4,10,18,37,84,0.44,5,19,0.263,11,19,0.579,15,56,29,4,13,11,12
PHO,81,2015-04-12,Away,SAS,L,91,107,35,85,0.412,4,16,0.25,17,23,0.739,13,41,17,6,3,10,23,35,69,0.507,8,19,0.421,29,34,0.853,6,43,22,7,6,15,22
PHO,82,2015-04-14,Home,LAC,L,101,112,39,80,0.488,11,26,0.423,12,20,0.6,11,39,25,8,3,15,16,42,87,0.483,15,38,0.395,13,18,0.722,11,44,26,10,5,12,19
POR,1,2014-10-29,Home,OKC,W,106,89,39,87,0.448,11,29,0.379,17,22,0.773,13,42,23,4,9,10,19,33,81,0.407,2,16,0.125,21,26,0.808,14,43,19,9,5,13,28
POR,2,2014-10-31,Away,SAC,L,94,103,34,83,0.41,9,26,0.346,17,19,0.895,10,38,20,5,8,10,26,34,81,0.42,4,10,0.4,31,35,0.886,14,49,14,6,2,10,24
POR,3,2014-11-02,Home,GSW,L,90,95,37,92,0.402,7,27,0.259,9,14,0.643,17,56,20,9,2,19,19,36,81,0.444,6,19,0.316,17,21,0.81,7,41,22,11,7,17,16
POR,4,2014-11-04,Home,CLE,W,101,82,37,75,0.493,8,25,0.32,19,25,0.76,9,48,21,7,4,11,20,31,85,0.365,9,21,0.429,11,14,0.786,13,41,18,5,3,14,19
POR,5,2014-11-06,Home,DAL,W,108,87,40,77,0.519,12,30,0.4,16,19,0.842,12,53,25,3,6,17,21,33,90,0.367,5,23,0.217,16,16,1,8,34,14,6,4,7,17
POR,6,2014-11-08,Away,LAC,L,102,106,36,80,0.45,10,25,0.4,20,25,0.8,9,43,25,2,3,16,26,40,81,0.494,5,12,0.417,21,30,0.7,8,37,17,8,4,7,19
POR,7,2014-11-09,Home,DEN,W,116,100,45,100,0.45,16,31,0.516,10,14,0.714,16,51,27,7,11,10,21,36,91,0.396,5,13,0.385,23,30,0.767,18,55,14,5,7,15,22
POR,8,2014-11-11,Home,CHO,W,102,100,40,93,0.43,8,25,0.32,14,16,0.875,15,48,25,6,4,12,21,35,75,0.467,7,16,0.438,23,27,0.852,6,38,16,5,3,13,16
POR,9,2014-11-12,Away,DEN,W,130,113,45,88,0.511,16,33,0.485,24,29,0.828,12,46,30,7,9,14,21,39,90,0.433,8,23,0.348,27,33,0.818,15,47,21,10,2,12,24
